,acc,dice,jac,mcc,sen,hd
0,98.78888656276017,94.43994763539037,89.37909013819414,93.57141781989004,99.57391176456422,8.817991753108249
1,91.52072850505326,84.69538115358941,73.85623733350708,80.58537364476274,89.30587683539379,4.207442735892506
2,92.11654764684663,85.4942079254121,75.12874857539819,81.64992585101405,90.1476157891739,4.585400030825142
3,91.34007705798236,84.45317810543894,73.47041388283763,80.26260305373576,89.05066287969805,4.092846665589907
4,102.46446839438185,99.36787452321556,97.22915549049421,100.13859311461577,104.76656199760316,11.149593524413973
5,93.26773675017836,87.03763043514218,77.58738236672441,83.70675956749318,91.77394942545973,5.315655722412309
6,98.52532262331398,94.08658213208855,88.81618765256253,93.10050718015933,99.20156381687016,8.650800223653464
7,99.04846764835801,94.787973245998,89.93348630715796,94.03521228030725,99.94063296582434,8.982656763085828
8,99.39769439352717,95.25618860517216,90.67934176567712,94.65917696350421,100.43400038974751,9.204188410298395
9,100.07627845737528,96.16597998163334,92.1286168715688,95.87160555403617,101.39266485667976,9.634647553293458
10,96.9794075718565,92.01394256171342,85.51452420471291,90.33841519071314,97.01758410428481,7.670150509571019
11,91.73555137397055,84.98339851801038,74.3150418541033,80.96919843825762,89.6093662069944,4.343715414513171
12,96.19673325809822,90.96459528232559,83.84294000552278,88.94000817582645,95.91186692972325,7.173661817463964
13,94.37340006547261,88.52001560024581,79.9487851813833,85.68225219454246,93.33596685149868,6.017032174496468
14,99.36024527629026,95.20597981641131,90.59936041002709,94.5922664908787,100.38109443464828,9.180432599087165
15,99.87770910046792,95.89975402943621,91.70452553036222,95.51682096898007,101.11213751035633,9.50868527425804
16,97.42703280720441,92.6140827664458,86.47053267134238,91.13818881065608,97.64996324563504,7.954101143628283
17,100.6494013907752,96.93437748790913,93.35265504788829,96.8956063630194,102.20233991494557,9.998207530436341
18,98.61870372649986,94.21178006544578,89.01562485631962,93.26735153349696,99.3334872590441,8.710036435923726
19,99.36587127575132,95.2135227076555,90.61137604876527,94.60231848437562,100.38904252252956,9.184001446390724
20,99.21431408981069,95.0103269237351,90.28769020289207,94.33153071448169,100.17493126261343,9.08786129242838
21,100.57625082478005,96.83630304485746,93.19642489170475,96.76490798333276,102.09899701007707,9.95180453981892
22,96.65568093085335,91.5799157078477,84.82313018750118,89.76001163545818,96.56024175826927,7.464794828713062
23,96.99108906354937,92.02960417384458,85.53947276453339,90.35928655398708,97.03408704268746,7.677560652500837
24,103.72406854465393,101.0566459158241,99.91932644855451,102.38912523906312,106.54605251460805,11.948619658520084
25,100.65924812671811,96.9475792059046,93.37368505733977,96.91319956158775,102.21625081613914,10.004453797835026
26,99.88611140951257,95.91101917508055,91.72247062807251,95.53183340480774,101.12400780845263,9.514015270854223
27,99.23843508565834,95.04266643063335,90.339206235575,94.374627784625,100.20900801575,9.103162422758336
28,92.51849999103517,86.03311356138786,75.98721189221082,82.36809555184952,90.71547090146241,4.840378110656651
29,93.43655455928504,87.26396788557884,77.94793231359769,84.00838695495526,92.01244549926695,5.422745135945357
30,95.94327879121167,90.62478375331425,83.30162866488693,88.48716016712332,95.55380106237658,7.012883222125953
31,93.2474571092222,87.01044111042532,77.54407044656595,83.67052585996763,91.74529951718371,5.302791351833468
32,101.40545413481571,97.94803269044543,94.96738265358145,98.24644852342418,103.27044766968423,10.477808855603312
33,100.82965186664829,97.1760429458664,93.73762213070864,97.21766053736327,102.45698740163607,10.112549245048355
34,100.62919998626148,96.90729305637274,93.30951021996566,96.8595124408273,102.17380053460764,9.985392789068916
35,100.63437892147502,96.91423655953992,93.32057104835799,96.86876566302323,102.18111703587883,9.988678041600494
