,acc,dice,jac,mcc,sen,hd
0,97.96268442895574,93.48045755447609,86.81000916914935,91.94144204119334,99.59029325249934,9.841290830368997
1,89.98985730748224,70.97131431758875,57.75751034014361,68.08336088223851,92.64426962394286,3.982470900195282
2,90.64344284806444,72.81653814175769,60.139136438780255,70.03916609837464,93.21368126914706,4.462757244410989
3,89.7916911771773,70.411845293142,57.03540497138094,67.49036374988664,92.4716248892075,3.836848819592415
4,101.99462460990364,104.86356139866734,101.50215482851249,104.00671758266618,103.10296841014333,12.80415596333828
5,91.90624308329814,76.38171658365486,64.74070396262428,73.81800013562702,94.31384814075217,5.390724083938787
6,97.67356719898153,92.6642124456095,85.75648350537969,91.07628063331596,99.33841081729453,9.628833471978858
7,98.24743265581654,94.28436795253256,87.84761445036179,92.79352953823889,99.83836935923412,10.050537633440944
8,98.63051794968631,95.36590673674064,89.24355404393268,93.93988325853098,100.17211791071156,10.332047281208878
9,99.37489271224545,97.46744962699601,91.95601056507624,96.16736834346177,100.82062622657749,10.879049947634918
10,95.97777118685643,87.87658633056944,79.5771056127117,86.00173953642644,97.86101277642796,8.382680341856624
11,90.22550787837211,71.63661062631321,58.616206738613556,68.78852736331051,92.8495712576727,4.155638365167392
12,95.11921432190275,85.45268083809918,76.44857643056986,83.43257316023929,97.11302762893044,7.751771130489143
13,93.11910367292839,79.80590380387359,69.16029444453451,77.44739356671752,95.37050698777853,6.281992850561014
14,98.58943803160925,95.24992858418975,89.09386131215187,93.81695471580039,100.13632858814442,10.301859765652251
15,99.15707147862962,96.85248967956545,91.16228319106703,95.515554803475,100.63085772759399,10.718984344144497
16,96.46879499072838,89.26286060513722,81.36636659500267,87.47109107074024,98.2887986661649,8.743508440156464
17,100.00358158101655,99.24238436256695,94.24691470052244,98.04867215531469,101.368347589522,11.34104101029247
18,97.77600187172835,92.95340932472807,86.12974924470714,91.38280863130836,99.42765314582397,9.704107436042815
19,98.59560948808178,95.26735203958441,89.11634972551009,93.83542233175984,100.14170523582882,10.306394851090396
20,98.4293583921469,94.79798657176826,88.51054080774739,93.33792852195472,99.99686526588556,10.18422548513825
21,99.92333885488337,99.01584050444347,93.95451506968864,97.80855187635554,101.29843915387568,11.282074764573387
22,95.62265830642083,86.87402016812753,78.28309579839716,84.93909114421388,97.55163413059392,8.121726179718346
23,95.99058523314555,87.91276336024427,79.62379922078038,86.04008459918555,97.87217652887682,8.39209672435696
24,103.37634665840153,108.7644837477094,106.53706623250864,108.1414161368834,104.30674140694074,13.81951231715871
25,100.01438298664921,99.27287924008542,94.28627436801722,98.08099454338212,101.37775790503531,11.348978406855865
26,99.16628841597499,96.8785112350001,91.19586915215129,95.54313579022818,100.63888763512973,10.725757396587682
27,98.4558179887,94.87268816001668,88.60695797397501,93.41710686012502,100.01991718712502,10.203669279575005
28,91.08436564113552,74.06136562320584,61.745832374137755,71.35859415339795,93.59781855098929,4.786768690834435
29,92.09142827001904,76.90453738858913,65.41550755969061,74.3721527777085,94.47518372009236,5.526807137817025
30,94.84118670725711,84.66774428968043,75.4354606529596,82.60059658611027,96.87080660101945,7.547462959120752
31,91.88399727216617,76.31891149061056,64.65964157509036,73.75143123110331,94.29446732044781,5.374376783334233
32,100.83293583763717,101.58384410726858,97.26903134775361,100.53045193838395,102.09089107066875,11.950490729172769
33,100.20130786479977,99.80061159809634,94.96741729521736,98.64035308027205,101.54060912463618,11.48633987034529
34,99.98142159157769,99.17982156410065,94.16616504203688,97.98236006570596,101.34904153811694,11.32475677562906
35,99.98710263962356,99.1958604825736,94.18686643681009,97.99936017160081,101.35399093603569,11.328931485177922
