,acc,dice,jac,mcc,sen,hd
0,98.4625443482823,94.03369509797783,88.19484584767338,93.05095830441245,98.92874648208671,7.921137658543129
1,95.18079985131213,89.5842132953373,82.57762673936249,86.82973714144448,96.35167104888315,4.317258732422527
2,95.44982622281441,89.94896684197536,83.03810746113632,87.33973191932301,96.56293102159658,4.6126926005139754
3,95.09923146939369,89.4736205812025,82.4380096930113,86.67510750946411,96.28761735019873,4.22768363816853
4,100.12215608943004,96.28384353229471,91.03553097515939,96.19709344560663,100.23199987390825,9.743656073668564
5,95.96961520852929,90.65371141769921,83.92780762686915,88.32509876954325,96.9711088754095,5.183503817955473
6,98.34353902382321,93.87234432064373,87.99114961746427,92.82535925375075,98.83529444815565,7.790450829842665
7,98.57975132044974,94.19260761852388,88.39546391659802,93.27314820870534,99.0207863129912,8.049849609573638
8,98.73743541868402,94.4064001688906,88.66536491909717,93.57207082437644,99.14461186252487,8.223011901499618
9,99.04383210125255,94.82182143789456,89.18981077453658,94.15290870728244,99.38521784638237,8.559484332050344
10,97.64552197842828,92.92595311185676,86.79638424528522,91.50212448671374,98.28715836342835,7.023916773856823
11,95.27779743478449,89.71572535636425,82.743653277944,87.0136159960025,96.42784093038291,4.423777551082347
12,97.29212609714685,92.44680900288007,86.1914919086133,90.83218996330291,98.0096450333423,6.635831726314627
13,96.4688482290084,91.33058563564943,84.78232304229046,89.27149756296686,97.3631446215526,5.73174130670248
14,98.72052626048563,94.38347425501425,88.63642224954289,93.54001603981631,99.13133350516662,8.204442948631453
15,98.95417336115311,94.70025958782108,89.03634581448905,93.98294213862766,99.31481098299139,8.461024734027026
16,97.84763531184022,93.19998407310852,87.14233283437682,91.88527184882594,98.44587312831625,7.24586945287975
17,99.30261060026692,95.17268062980975,89.63275065935258,94.64347653670231,99.58843041002555,8.84366440152011
18,98.38570279063566,93.92951114558578,88.0633195005359,92.9052893393032,98.86840464540715,7.836753371311559
19,98.72306653171043,94.38691842642947,88.64077032114852,93.5448316460032,99.13332831937997,8.207232571632924
20,98.65463489373724,94.29413688046581,88.5236388671944,93.41510541205402,99.07959059140101,8.132083717662358
21,99.26958139733836,95.12789870436673,89.5762160113951,94.58086289434081,99.56249336723504,8.807393068242737
22,97.49935177764293,92.72777142858335,86.54619107952378,91.2250288300102,98.17237440207542,6.86339857790235
23,97.65079644697659,92.93310438516457,86.80541232335256,91.51212332586358,98.29130027738037,7.029708981649126
24,100.69089521545317,97.05495608966349,92.00901696387382,97.27525534708606,100.67861710170554,10.368222353166352
25,99.3070566333935,95.17870868699363,89.64036074059378,94.65190490624902,99.59192177346237,8.848546855076288
26,98.95796720152507,94.70540338366281,89.04283956580056,93.99013414276837,99.31779019506263,8.465190975907888
27,98.66552609130834,94.30890347349167,88.542280855675,93.435751915425,99.08814318826667,8.144043989841668
28,95.6313171704674,90.19503739063371,83.34875761080004,87.68378531088605,96.70545152036703,4.811998610513277
29,96.04584042427553,90.75705971634902,84.05827900842252,88.46959933190881,97.0309667135415,5.267211263468204
30,97.17768543758311,92.29164712702985,85.9956088164766,90.61524417308699,97.91977752153765,6.510157627775308
31,95.96045847313911,90.64129645744627,83.91213444175345,88.30774029570543,96.96391831019513,5.173448261913497
32,99.64398621599712,95.63552732352984,90.21706843106256,95.2906241763381,99.85650451317565,9.218549280144073
33,99.3839979342484,95.2830278740423,89.77205781383621,94.79776295510892,99.65234193609689,8.933040676260504
34,99.29348919047264,95.16031356499664,89.61713793952065,94.62618502979169,99.58126758515643,8.833647638617187
35,99.29582760166323,95.16348404888083,89.62114049609842,94.63061796879718,99.58310388351468,8.83621558710257
